mock6h	mock12h	mock18h	mock24h	mock24h_r	mock30h	HIV6h	HIV12h	HIV18h	HIV24h	HIV24h_r	HIV30h
CCDC51	1956.18649178674	2343.51385485435	2375.63610728252	2370.50053685586	2513.88729653811	2085.12237826499	1900.03971341359	1983.25282126958	2070.33792068037	2627.68060833625	2807.52582134328	2323.38911971539
CCDC52	1560.09793185214	2851.90042924249	2939.38245381638	3153.12638330005	3272.17836805067	3783.83628002138	1333.02779938951	2376.09375358959	2225.2911879987	2588.97494842515	2266.66400015352	2891.49412195954
CCDC53	1203.61822791101	1273.17507084562	1107.92224172669	1114.09151670406	1230.39059697122	1257.2187602448	1099.3132111717	2003.61118052609	1659.53158406898	2038.68143577586	2248.22552897659	1911.87716296161
CCDC55	3256.85568184223	3226.85987586975	3216.00925668409	3354.25281050452	3201.94738290387	3622.93628358637	2639.79719264213	2896.36293458921	2636.99841569915	2857.39028563481	2728.65013908644	2764.94509101093
CCDC56	1073.01605409474	1387.12378579468	1209.03410760247	1026.57206720923	1228.35491624232	1171.40542881278	1018.02118048725	1155.34621150497	1124.4022771673	1434.53657020678	1677.65728200178	1321.92196832344
CCDC57	4438.69830391736	4619.56639191387	4946.35760289801	4421.31686780692	4241.16239500363	3614.15992014446	4962.71696945043	5274.52090107154	5925.25089076838	4782.57615251792	4778.39351825448	5022.79830505821
CCDC58	2209.89727206917	2798.33479401002	2657.98622331302	2621.27742098528	2797.86475821865	3039.79569044611	1593.16229757977	1733.67441705092	1724.3957424813	2362.63098068408	2565.77697702362	2053.90341352265
CCDC59	3174.42644099098	4375.11231112571	3999.14927445787	3850.75737975406	4299.17929577707	4198.27566477825	2241.4662422883	2652.06262351112	2439.703267195	3120.75705850825	3333.02224988562	3186.47171927862
CCDC6	4631.39003577743	5077.30909299131	4738.41055798366	4468.44272522721	4657.4591040622	4591.26171667712	4365.22054391969	4600.43300568942	3982.02881166583	4278.5611462841	3771.44812009247	3756.39757088894
CCDC61	277.627405361213	585.587098588866	615.717309727581	612.537748445203	537.241308783228	362.029689169954	316.877415833819	632.814990587953	871.251881141422	602.36488211788	908.363290120124	627.26793513067
CCDC62	149.166250787831	75.2526829195499	104.434667185875	99.202515831273	93.4629098846037	138.719997148016	144.131850629351	113.299822894128	117.206039598148	77.314191149759	124.72826510086	113.788413871529
CCDC64	3875.61024303735	3199.59009793322	2992.80004333566	3114.41585756195	3160.21592796157	2827.21266485318	4572.51522216506	4459.43251750546	3709.95970276969	3283.15254465703	3369.89919223946	3292.9914071994
CCDC66	4582.14659319096	4505.61767696481	3847.48147564419	3478.79971940101	3897.13235182075	3846.24597560831	3436.45909334979	3916.54293733194	3337.89168298788	3708.07337628989	2839.28096614799	3400.42151980327
CCDC69	9045.10120499456	11072.7645564652	8201.96890699287	7432.32254369649	7866.70977316166	7114.95378197308	9380.93883715059	12346.4116961374	9763.04693016426	8568.99940469188	8060.44138774693	8373.16113880581
CCDC7	122.403510251709	84.0179686848626	94.8958119145744	88.2625846444189	68.016900773444	99.7139374061932	140.067249095128	142.706341820193	100.089108906007	89.0941746009669	57.1205374521388	111.967564505361
CCDC71	3014.9205073957	3553.1232904675	3494.54383060607	3433.35692831716	3544.9595857223	2797.95812004681	2930.41620233906	2964.2241321109	3317.1711879395	3519.59364107056	3731.49809920914	3170.9944996662
CCDC72	3162.65083515508	4439.39107340468	3664.33545443522	3998.02568419248	3986.70230389203	3855.99749054376	3566.52634244492	3626.24781460027	3101.85821765414	3313.44393067443	4765.0768446267	3735.45780317803
CCDC73	1010.92649605094	1050.14724415044	878.035829688345	746.341522192112	951.502337112907	1104.11997575814	670.497749311199	589.082218851754	552.336435614159	803.466028177785	744.465768547467	653.670250940094
CCDC74A	118.12147176593	80.1222861225014	67.2331316278029	111.825513354566	88.3737080623718	94.8381799384653	241.682287450698	239.974058267949	225.312970285356	152.201228803866	169.80008353334	146.563702462537
CCDC75	5492.07977141909	6009.35114603623	5663.6795192998	4876.58631181371	5322.1088620457	5935.02047478293	4418.06036386459	6375.38032753451	4854.09138587597	5302.57827914981	4254.94580873181	4795.19213428732
CCDC76	3863.83463720147	3653.4371164483	3099.63522237423	2689.44160761107	2602.43940824495	3033.94478148484	2901.9639915995	2832.2718035965	2809.06861370962	2727.81046767152	2359.88071554796	2226.88410330853
CCDC77	1942.26986670796	1945.18031285292	2204.89059792624	2148.33578044589	2160.69669007521	2857.44236115309	1800.45697582513	2408.51632573884	1931.60069296512	2470.33368652369	2684.60268016379	2838.68949034069
CCDC78	1397.38046939253	915.746195748976	822.710469114802	870.888431088607	739.791541308059	566.811502814525	1076.95790273348	209.813526036087	286.57356434144	263.269644200968	316.283493438902	342.305009325508
CCDC82	3726.80940565653	2842.16122283659	3113.94350528118	3299.55315457025	3335.28447064635	4214.85324016853	3310.45644578888	3880.35029865371	2848.70782162826	3612.15065390148	3146.58881909671	3747.29332405812
CCDC84	1169.36192002477	1093.973672977	1149.89320492041	1298.38728054414	1329.12111232252	1156.7781564096	1292.38178404728	1225.46944894404	1262.23861379349	1210.71688463383	1405.17765238724	1451.20227332131
CCDC85B	1763.49475992667	3211.2771456203	3081.51139735876	3658.04628423178	3771.93798699385	1784.77571825295	2450.79322130077	2153.6598283796	4202.74712848554	2959.20299974882	6241.17889829044	2960.68639787389
CCDC85C	599.850801416113	584.613177948275	638.610562378703	764.013718724723	717.399053290239	538.532109501704	747.725178461432	830.36647670665	1063.14168311122	943.142974813535	800.805541588069	938.633176745255
CCDC86	11673.2023256417	14630.4966565416	11074.1182291814	9308.0999756579	9901.37266168998	5870.66047620893	7588.44956055835	7023.83177051955	9241.43098959849	8039.7415767769	8599.25448991703	5963.26700268355
CCDC88A	14009.0543196343	9098.62741798865	11170.4606674216	11365.6485719547	11314.1350875416	14466.6208918132	13165.082865512	11670.8157741437	11640.5039597654	11986.0360329315	8456.86851805079	12183.2884375106
CCDC88B	2064.30796355267	3298.93000327344	3402.97082000159	3335.73908080369	3427.90794381097	2113.40177157781	2383.7272959861	3907.49477766239	5755.88336602509	3723.21906929858	4517.18184324806	3789.17285947996
CCDC88C	9078.28700325935	8145.15911085075	7739.33442633479	7462.6177377524	7290.61212688501	5975.97683751185	11435.5949127002	10376.174928091	9972.05366282619	7635.01500248896	5640.90422553059	7390.81290575862
CCDC9	1509.78397964424	1624.76042209871	1590.58831845449	1556.73796318755	1584.59904379856	1283.54785057053	1670.38972673	1747.24665655526	1807.27772267483	1455.57225494108	1658.19445131503	1623.27253842411
CCDC90A	2797.60705424239	4121.89294457223	4090.72228506235	4576.15897075932	4900.72295116488	4186.57384685571	2495.50383817722	3440.76054137432	4041.48762354379	4330.72964442516	5020.14236257415	4154.25315739647
CCDC90B	3117.6894310544	2780.8042224794	2826.82396161504	2641.47421702256	2795.82907748976	3590.75628429937	2680.44320798436	3192.69016376725	2593.75564342427	3555.77501881356	3410.87357263262	3322.12499705808
CCDC91	4914.00457583886	5817.48877983994	4915.83326602984	4449.08746235817	4806.06379727137	5005.70110143401	3501.49271789736	4266.40511122155	3511.76366317648	4051.37575115366	3766.32632254332	3633.49023867266
CCDC92	1538.68773942325	672.266035601402	681.535411099555	786.735114266651	730.630978028042	667.25210664972	1855.32909653714	911.799913732678	805.486831640037	729.42041791305	787.48886796029	787.502679353381
CCDC93	7244.50402172432	7577.36337738662	8201.01502146573	8081.98614956199	8400.05812413156	7584.0016503685	6098.77309826571	7580.29359019741	8036.93960352518	8486.53952053341	6699.06759918404	8179.24068130899
CCDC94	2434.70429257259	2962.92738226978	2432.86923891033	2537.96563733155	2759.18682436969	1909.59510942679	3011.70823302352	2990.61459781378	2744.2044552973	2391.23951192273	3012.3977233091	2162.24395080959
CCDC96	194.127654888514	161.931619932086	152.128943542377	152.219105429105	182.015021591439	136.769694160925	188.842467505802	141.1983152086	137.926534646529	164.822639644446	161.605207454707	213.024704327639
CCDC97	3875.61024303735	3398.26990861364	2707.58827072378	2645.68188286366	2611.59997152496	1932.99874527188	4312.3807239748	4258.11096485778	3308.1622770489	3036.61431957104	2755.283486342	2806.82462643277
CCDC99	6699.61462440887	5861.31520866652	5741.89813252447	6393.02908094533	6516.0356095413	8588.40768872046	6094.70849673148	4966.12945900075	4445.0868314427	5937.85595812566	5905.1889790665	6497.68629165362
CCHCR1	1981.87872270142	2358.12266446321	3103.45076448275	3392.1218030744	3413.65817870872	2995.91387323656	2385.75959675321	2664.88084970966	3701.85168296815	3894.87025673047	4612.44727766217	4593.98827932584
CCM2	6501.57034444158	3968.98740399957	3754.95457951258	4322.85748712523	4120.03939163451	4297.74111711992	9504.90918394438	6087.34724472022	4627.9677225219	4428.33522159231	5475.9823444481	4625.85314323377
CCNA2	16641.4374787672	18022.6622477176	19366.2451165229	24530.5934555815	25865.1809376671	34223.1901510466	11616.4696809731	10454.5923118939	9213.50336583762	13079.0502117257	14246.5484676049	17690.4473454832
CCNB1	13571.2158844634	13923.430271473	12389.5263710938	13713.5261112873	15292.8730721625	21332.6625578677	8129.04156460997	6548.80338786772	5070.30524725039	7144.46283448509	8010.24777176531	10181.2645594098
CCNB1IP1	5609.83582977802	5545.76492111525	4868.13898967334	4542.49764403054	4703.26192046229	5588.84169457426	4818.42361498554	4003.25446749855	3716.26594039311	4148.98132832081	4533.57159540532	3963.97439863201
CCNB2	12515.6933977188	9975.15599451992	8734.23703113143	10445.8528190907	11052.5501138788	17072.225682567	9787.39899057286	7415.16467622795	5230.66386110308	7496.17948324259	8008.19905274564	10395.2143599344
CCNC	4769.48577694381	5821.38446240231	5696.11162722222	5755.98847260315	6155.72012052728	7274.87862691455	3570.59094397914	4885.45003528052	4164.90970274502	5365.6853333527	4731.27298080234	5174.83922713316
CCND3	80954.4440063096	121949.733805108	130272.60758488	129840.054126577	137003.170331568	109117.750309828	71638.4405368407	77236.0427796831	99408.9174203532	90133.6048208549	105405.325606807	81309.1033499979
CCNDBP1	4490.08276574671	5132.82256950497	4884.35504363455	4745.30713757145	4890.54454752043	5233.88655092367	4249.37940019435	6065.48085885212	4891.92881161649	5014.81011198459	5341.79124866048	5097.45312907106
CCNE1	714.395330910712	1226.42688009728	1913.00162662445	2357.87753933256	2528.13706164036	2151.43267982609	625.787132434749	733.852773564692	1205.48247518271	1938.5515764406	2010.57412269624	2175.90032105585
CCNE2	2754.7866693846	2493.49763350526	4251.92893914733	4797.48219400107	4793.84971289801	5518.63078703897	1991.4932479336	2021.70749986521	2156.82346523013	3964.70873004834	2652.84753535909	3856.54428602814
CCNF	7281.97185847489	6704.7304834177	6849.35922952246	8891.54105738922	9159.36703600856	9153.02040348335	6112.99920363548	4677.34236288067	4281.12465323377	5732.54767511888	6148.98654240582	7765.90787518904
CCNG1	8374.96218197008	7180.97767666635	8152.3668595821	8407.65948566295	8514.05624494957	12789.3603229148	6999.08233809604	8002.54104144347	6206.32891055512	8693.53065831892	7348.51152841571	8844.76112464308
CCNG2	3802.8155887791	1825.38807406031	1793.76593573319	2631.37581900392	2279.78401271544	5918.44289939266	4525.7723045215	3835.10950030592	2274.840197897	2505.67363687732	2219.54346270138	3474.16591913304
CCNH	3420.6436539233	3969.96132464015	4286.26881812401	3983.71962033275	4080.3436174211	5298.24654949768	3729.11040381383	3626.24781460027	3941.48871265812	4400.56811774304	4544.83955001344	4209.78906306458
CCNI	36248.8917051511	35810.3488274587	33734.6228116829	34968.1293410086	35634.4127556235	42465.1705744939	30344.1212499045	29510.0165759844	26751.1501965699	32060.8106885684	31729.2922218582	31353.1905645185
CCNI2	42998.4548683609	60279.1310016493	63924.1458598219	66768.8262348575	63585.3270036857	65861.0052076394	20044.420962184	15450.6844761018	30623.1800973501	31263.1375234438	35828.7789801943	28240.4485730558
CCNJ	3633.67506859083	3709.92451360254	3427.77184370697	3147.23565112251	2993.29010819236	3569.30295144137	3046.25734606441	2744.8062601241	2874.833663211	2758.10185368891	2080.23056936462	2581.94972971112
CCNJL	772.202850468734	1167.99164166186	1181.3714273157	1242.00455827343	1242.60468134457	1040.73512867768	831.049509912999	1975.71268821162	1789.25990089363	1607.02918502803	1626.43930651033	1514.93200113716
CCNK	4966.45954728966	6298.60557629155	5895.47370239241	6176.75505671292	5769.9586224021	5618.09623938062	4848.9081264922	5825.70462760882	5156.79079180015	5254.61691795561	4393.23434255874	4869.84695830017
CCNL1	15702.6005407601	16589.0510647687	14088.3964949124	12504.2429485558	13275.5134698298	14878.1348220894	11874.5718783962	13271.5860223498	12773.824949803	11271.6641793547	10331.4464210381	10272.3070277182
CCNL2	17838.2672355426	14053.9356373121	11071.2565726001	10251.458657232	10761.4477696472	10122.3209880676	20440.7196117707	16573.4102884329	15427.8500981739	10647.3250564407	11309.7097529248	11423.0838271358
CCNO	35.6922309146764	68.4352384354178	99.6652395502246	117.716245532103	136.212205191352	90.937573964283	138.034948328017	249.022217937508	358.644851466245	314.59671495266	373.647625989332	296.783775171329
CCNT1	4464.39053483203	3462.54867089261	3940.0083717758	3717.79513917538	3472.6929198466	3854.04718755667	2808.47815631237	3262.05938790053	2925.28356419837	2983.60439404061	1291.47374679621	2355.25398362331
CCNT2	8294.6739603617	7250.12604214828	7126.9399179173	6264.27450620775	6649.37269728378	8083.27921506386	5999.19036067724	6491.49837662718	5848.67514819828	5953.84307852372	4849.07432443269	5962.35657800048
CCNY	9698.11207407591	8160.7418411002	7643.94587362178	7420.54107934143	7438.19897972972	7620.08225562969	9135.03044433011	7700.93571912484	7696.40277186047	7897.54034797301	7059.64214664389	7287.93491657017
CCNYL1	2021.48757869487	1728.96993064187	1754.65662912086	1687.17560426158	1639.56242347866	1945.67571468797	2152.0450085354	1946.30616928555	1962.23098999316	1932.66158471499	1567.02645494024	1993.81538443913
CCPG1	1602.91831670994	1287.78388045447	1284.39106424575	1171.31577214299	1212.06947041118	1529.28602694401	1692.74503516822	1747.24665655526	1426.20079200242	1766.05896161934	1601.85467827443	1694.28566370463
CCR7	387.889896370032	122.974794308474	119.696835619956	105.93478117703	127.051641911334	173.825450915657	696.917659283647	597.376365215516	230.718316819716	201.004017387441	142.142376767954	201.189183447553
CCR9	3855.27056022991	2963.90130291037	2198.21339923633	1842.01770721398	1918.45068333697	1991.50783488462	3584.81704934892	2774.21277905017	2748.7089107426	3015.57863483675	2722.50398202747	2526.41382404302
CCRK	791.472023654742	660.578987914318	544.175895192828	586.450220230397	532.152106960996	409.812112353687	973.310563610796	812.270157367534	614.497920759304	501.393595393241	481.205374521388	557.165234533234
CCRN4L	490.658820028738	685.900924569667	623.348393944622	727.827792491282	672.614077254597	589.239987166074	424.589356490722	438.279557692443	522.607029675177	523.270707516913	447.401510697028	479.779136471129
CCS	993.798342107818	1182.60045127072	1308.238202424	1306.80261222634	1172.37369619777	1085.59209738077	1288.31718251306	1477.30989308009	1730.70198010472	1591.04206462997	2000.33052759795	1693.37523902155
CCT2	58554.0301775759	74626.9298788257	65686.9263139581	63110.6815526072	66992.0387034878	70579.7632849064	44785.650500998	54813.1950919052	42109.5414828659	51301.7308013377	48956.9704581641	46485.3592220507
CCT3	60196.1919368724	86823.3380609378	76352.3203927992	71322.3622080935	74295.0433183907	64181.7943357538	50244.4103614591	74194.3531040998	61255.2789075704	70274.2355768972	72040.9120121629	60740.7889097735
CCT4	30601.9534520295	45245.6919934976	39056.3501675414	37317.6899466777	40614.7056588597	41511.4724138063	24230.9605424335	31900.9927686653	27955.6415826432	31810.9067539249	33378.5110326831	28484.4423881221
CCT5	50483.4581415033	69712.526326407	59267.2767163729	55623.5609549576	58054.3824632841	56359.1290545313	38959.0442016897	43132.0209585049	37614.9958395452	45514.3932172372	48320.8432025602	39569.7733293479
CCT5P1	319.377280597562	389.829049830216	307.612284464575	306.219675213284	357.083564276218	300.595145076582	186.81016673869	263.348470747642	209.997821771334	276.73248243092	260.968079908131	217.576827743057
CCT5P2	186.6340875384	259.323683991116	232.255327821301	196.820363344742	193.21126560035	221.607874099391	89.2597299173439	161.556674465107	141.530099002769	170.71263137005	146.239814807271	140.190729680952
CCT6A	45913.4525675552	58006.0002265116	51329.9952451238	47103.8791599029	49553.3797394278	51667.6752190835	30587.9973419579	37078.0481262644	33034.8655427638	40160.3907386632	40665.8045856073	33728.4885626836
CCT6B	184.493068295511	134.661841995558	106.342438240135	85.7379851397602	83.2845062401398	141.645451628653	213.230076711138	141.952328514397	164.052376229271	127.799834512078	151.361612356416	192.084936616717
CCT6P1	1212.18230488257	1080.33878400874	960.069985021529	994.593806816882	1129.62440089103	1121.67270264196	989.568969747686	718.772507448761	985.66504945205	720.164716629958	828.463248353454	734.698047734533
CCT6P2	266.922309146764	294.384827052367	275.180176542154	275.082947989161	256.317368196026	266.464842802487	180.713264437356	195.487273225952	197.385346524493	201.004017387441	234.334732652574	203.01003281372
CCT6P3	476.742194949955	368.40279573723	324.782223952916	315.476540063699	301.102344231667	294.744236115309	426.621657257834	310.851309012825	363.149306911545	298.609594554592	286.577067653858	319.544392248419
CCT7	36378.423369346	60320.0356685542	58140.7379088324	54312.4522788716	55996.3092463735	51703.7558243447	33034.88746556	43182.5398499933	43738.3525718865	49811.5628947599	54336.9066037866	44761.0148722905
CCT8	39290.2095396759	59326.6366151521	51201.2206989612	48622.0049953709	51110.6754970308	55670.672100088	29563.7177553337	37899.1686162768	34587.1008892144	42381.7590466052	44962.9927293404	38498.2034773585
CCT8P1	2740.87004430581	3813.16010150511	3452.57286741235	3309.65155258888	3301.69573861961	3855.99749054376	2042.30076711138	2676.19104929662	2217.18316819716	2816.16034355558	2877.18226801166	2478.1613158396
CD109	1358.84212302051	1148.51322885006	1657.36030535359	1932.90328938169	1774.93519195003	2117.30237755199	1643.96981675755	1501.43831886558	1693.76544545326	2163.21268940292	1533.22259111588	2027.50109771322
CD151	1587.93118200971	1454.32430999541	1919.67882531436	2219.02456657634	2231.94551558646	1796.4775361755	2054.49457171405	2198.1466134216	2646.90821767881	3070.27141514592	4038.80595215787	3439.56978117586
CD164	14672.7702849302	12842.3783604178	11523.3983124597	11097.1994912927	11853.5904806982	13701.1269693799	11067.748473853	11435.5636227352	9911.69395985917	10733.1506501566	10330.4220615282	9818.00511085945
CD1A	23713.2240380319	22001.1280645289	19032.3851820275	19332.4430754893	18821.7256156981	22494.0679866804	27427.7696490997	35911.5895421971	29266.4381172256	25572.564089121	25760.349358084	21208.3283209182
CD1B	28890.2085673392	29242.2280273178	36257.6500309419	34139.2191703123	33978.3864826693	34802.4301382127	26584.3648307485	31018.7972008833	38172.6474236734	38464.0731216893	39474.4744756761	32910.0167725915
CD1C	4255.64115865028	4852.33342501497	4011.54978631056	3516.66871197089	3650.81498362473	3361.59568331616	3257.61662584399	5001.56808437318	3829.77821761468	3340.36960713433	4029.58671656941	3184.65086991246
CD1D	6125.82146731443	6583.9643239845	5793.40795098949	4921.18756972934	5294.62717220564	4950.1174663019	4850.94042725931	4818.34285106462	4675.71495024208	4620.18066636912	4522.3036407972	3812.84390124013
CD1E	39692.7211573392	41393.835859963	45186.0185648791	43274.0617113356	43519.6220589897	46907.9607790875	33370.2170921334	45804.9981275537	49195.0498983233	49703.8601889202	46127.6894920161	39922.1076817012
CD2	1828.7958468348	1775.71812139021	1706.96235276436	1421.2511231042	1431.9229891316	1373.26178797672	1133.8623242126	1602.47610184232	1151.4290098391	860.68309065508	1040.50566688808	688.26638889727
CD244	716.536350153602	578.769654104734	358.168217402468	329.782603923432	351.994362453986	469.296353459967	930.632247501457	911.045900426882	382.968910870867	291.036748050244	364.42839040087	273.112733411156
CD247	18291.0928054137	14823.3329433785	12305.5844447063	12133.126821371	11741.6280406091	11269.0991444772	11366.4966866184	9552.03838485539	9418.90653414332	9741.94918547643	11716.380478327	9987.34410191301
CD248	747.581129175503	605.065511400672	403.954722704711	597.390151417251	507.723938214283	582.413926711255	963.149059775238	1575.33162283365	776.658316790115	707.543305789378	780.318351391486	799.338200233467
CD27	505.645954728966	407.359621360841	368.660958200899	478.733974698294	397.797178854073	415.663021314961	816.823404543219	680.317828853136	663.146039568547	641.911969418363	681.979838447892	576.284152877989
CD28	22536.733964064	13826.038207414	14017.8089659048	13632.7389271382	13674.5068926927	15413.492992046	15851.7844796332	12157.9083696883	10320.6985142924	10526.1595123711	9086.84961659569	9098.76961122342
CD2AP	12132.4509532415	14604.2007992456	14576.785884803	13482.1044900269	13986.9838845778	16426.6753938398	8584.27693644292	10293.9874777592	9699.083662841	10569.9137366185	8736.51866423414	9726.052217868
CD2BP2	10403.5779146081	10141.6964240609	9336.13879875049	9890.44092806581	9674.39426041843	8615.71193053974	10289.3772800494	10072.307565855	9452.23950443855	9696.51210645031	10873.3326017376	10401.587332716
CD300A	16922.9815092072	14591.5398309179	14568.2009150588	16233.0764169367	15837.4176671413	18181.9480822218	14811.2464868722	17510.648827538	14629.6605932667	14432.9068812252	16059.6648000024	13970.4520904037
CD302	155.5893085165	129.792238792607	119.696835619956	92.4702504855166	115.855397902424	109.465452341649	68.9367222462301	95.9575168608072	135.223861379349	75.6313363710151	130.874422159834	84.6548240128539
CD320	4478.30715991081	5899.29811364953	5092.3020885489	4867.32944696328	4967.90041521835	2924.72781420773	5283.82049065404	4050.75730576373	5093.72841556595	4900.37598703	6999.20493556398	4804.29638111815
CD38	1422.00219068576	2768.14325415172	3570.85467277647	3387.9141372333	3263.01780477065	3816.99143080193	1635.84061368911	4825.88298412259	5436.06702940877	5309.30969826478	5108.23728041945	4990.0230164672
CD3D	37602.0158666574	50212.6872605081	42560.9255942173	39384.4954078249	39324.0840767417	40503.1657694802	45246.9827751323	62403.0930280533	53456.2647495775	57851.4016002093	72049.1068882416	54668.2562736061
CD3E	21245.6993606015	27539.8147475659	24063.1774521113	22695.2096156946	22631.502099821	20848.987417069	20597.2067708383	28278.7128476186	28236.7196024299	27563.3812923751	27669.7554844055	24391.1730129784
CD3EAP	3936.62929145971	4785.13290081422	3499.31325824172	3142.1864521132	3273.19620841511	1933.97389676543	2694.66931335414	2377.60178020118	3352.30594041284	2773.24754669761	2669.23728751635	2007.47175468538
CD3G	20219.0806336359	20138.9917997202	18739.5423251985	16297.0329377213	16796.2232904498	17999.5947529288	17823.1162237313	22766.12156894	20354.8234642435	19881.1492274089	15658.1158721494	15320.6118954166
CD4	21911.5563451402	23141.5891346602	22123.9281754559	24177.1495249292	21858.9612632062	25954.8806372737	15866.010585003	14953.7897075819	12626.0788111971	12638.9836870842	11922.2767398027	13411.4513349904
CD44	3552.31633736101	2072.76391677025	1623.02042637691	1573.56862655194	1445.15491386941	1767.22299136913	3649.85067389648	4486.57699651414	3173.02861368989	2945.74016151887	2830.06173055952	2418.07328675608
CD46	13353.9024313101	9079.14900517684	8767.62302458099	8962.22984351964	8871.31821287025	12402.2251799772	11336.0121751117	8845.52791732401	7997.30039560654	8543.75658301071	6920.32925330713	8672.69085954031
CD47	7437.19575358437	8208.46395248914	7826.13800930363	7200.05938926789	7427.00273572082	8588.40768872046	6582.46068083821	6093.3793511666	6434.25435608732	7283.29835373147	7698.84248077725	7420.85692030038
CD48	859.984639427212	577.795733464143	450.695113534083	679.018868734548	473.117365823106	1143.12603549996	792.435795337883	970.61295158481	498.282970270555	593.109180834788	734.222173449177	660.043223721678
CD5	6692.12105705877	6304.4491001351	6254.1346605933	7120.11373828705	6753.19241445731	7207.5931738599	6716.59253146756	6275.85057116936	6839.65534616435	7244.59269382035	7022.76520429005	7140.44611791063
CD52	811.811706462193	353.793986128375	185.514936991929	307.902741549723	218.657274711509	424.439384756871	881.857029090783	804.730024309568	485.670495023714	623.40056685218	727.051656880373	657.311949672428
CD53	4606.76831448419	4149.16272250877	3411.55578974576	3593.24823027887	3811.63376120725	4498.62232479029	7466.51151453167	12086.2771056376	7343.25346494893	7473.46094372954	7586.16293469605	7711.28239420402
CD55	4365.9036496591	3278.47766982104	2885.9648642971	2962.93988728243	3180.57273525049	3196.79508090695	4149.79666260589	3547.07641749163	2836.09534638142	2977.714402315	3049.27466566295	3035.34122188675
CD58	640.530167031017	594.352384354178	544.175895192828	632.734544482472	646.150227778991	848.630284449197	733.499073091652	1204.35707638174	708.190594021551	872.463074106288	814.122215215846	690.087238263437
CD59	6917.99858718364	6056.09933678456	5749.5292167415	5721.48561270613	5879.88538176232	7007.68711768306	6927.95181124715	6510.34870927209	5948.67405908395	7696.43920191311	8321.65306275334	8373.16113880581
CD6	5309.02262615202	4640.99264600686	4285.31493259688	4534.92384551656	4389.7670882128	3687.29628216037	7466.51151453167	5674.14795314372	5445.07594029937	4132.15278053337	3583.99032979375	3646.23618423583
CD63	3361.76562474383	3271.66022533691	2910.76588800248	3042.04400509507	2921.02344231667	2933.50417764964	3131.61397828309	2523.88036152571	2510.87366323074	3172.9255566493	3636.23266479503	3362.18368311375
CD68	274.415876496878	224.262540929866	175.976081720629	153.060638597325	153.515491386941	216.732116631663	444.912364161836	206.797472812901	149.63811880431	192.589743493721	134.971860199151	212.114279644556
CD69	2669.14589966901	2388.31420432151	1978.81972799642	2081.01312698833	1715.90045081214	2891.57266342719	4149.79666260589	4468.48067717502	2684.74564341933	2588.97494842515	2423.39100515737	2293.34510517363
CD7	6501.57034444158	7559.83280585598	6084.34303676416	5910.83057555553	5692.60275470417	4727.78292577351	9151.28885046701	9700.57900609731	9566.65267274917	7969.06167606964	9864.33848455598	7538.30170441816
CD72	522.774108672084	442.420764422092	456.418426696863	566.253424193127	560.651637165495	762.816953017187	597.33492169519	686.349935299509	609.993465314003	574.597778268604	732.173454429519	569.00075541332
CD79A	226.24294353186	160.957699291496	154.990600123768	204.394161858718	209.496711431492	262.564236828305	264.037595888923	374.942440005532	279.36643562896	307.023868448312	356.233514322237	296.783775171329
CD81	5970.59757220494	5783.40155741928	5160.02796097514	5303.24362810101	5734.33420964648	4280.18839023609	6594.65448544089	4926.16675379353	5698.22633632525	5429.63381494497	6703.16503722337	5500.7712636771
CD82	4781.2613827797	8163.66360302198	7588.62051304825	6923.19497692367	7363.89663312515	5058.35928208546	8165.62297841798	16096.1198658637	12750.4017814874	9535.79947508027	9995.45650181411	7762.26617645671
CD83	3172.28542174809	2992.14500148749	2976.58398937445	3265.05029467324	3114.41311156148	3746.78052326666	3471.00820639068	3875.07220551314	3678.42851465258	4171.69986783385	4179.14320500446	4120.56744412238
CD84	659.799340217025	559.291241292928	745.445741417268	707.630996454013	746.916423859184	701.382408923815	955.019856706793	1691.44967192632	1278.45465339657	1023.92000419325	617.445189328659	812.084145796637
CD8A	8389.94931667031	9921.59035928745	10002.9047822144	9691.83910036601	9704.92947135183	9273.93918868298	8088.39554926775	11970.1590565449	14624.2552467324	14310.058482377	14263.962579272	13369.5717995685
CD8B	10782.5383205995	9002.20927457022	7645.85364467604	7725.17608623691	7432.09193754305	7692.24346615208	7375.05798001166	5974.24524885074	5987.41237591353	7608.93075341843	8087.07473500248	7752.2515049428
CD9	6810.94762503913	8769.44224146913	9695.75364247853	9661.54390631009	9299.82900630216	9316.84585439898	6608.88059081066	5292.61722041065	5343.27524723558	6186.91846537977	7498.06801685075	6437.59826257009
CD96	188.77510678129	175.566508900351	237.978640984082	246.470820269696	236.978401271544	293.769084621763	215.26237747825	542.333393892367	452.337524728492	559.452085259908	510.911800306432	584.477975025741
CD97	2995.65133420969	2094.19017086324	1942.57207796548	2409.21106259396	2176.98213590636	2730.67266699216	3822.59623910095	3323.13446567006	2990.14772261069	2790.07609448505	2565.77697702362	3161.89025283537
CD99	6071.22547662076	4726.69766237882	4694.53182373567	4932.96903408441	5074.77365348522	4990.09867753728	8110.75085770597	5887.53371868413	5355.88772248243	4924.77738132178	6435.80720515798	5491.66701684626
CD99L2	2416.50562900803	2173.07774275105	2320.31074670898	2567.41929821924	2457.90607649356	2302.58116132565	2755.63833636748	2595.51162557638	2996.45396023411	3431.2437651865	3545.06466842024	3432.28638371119
