mock6h	mock12h	mock18h	mock24h	mock24h_r	mock30h	HIV6h	HIV12h	HIV18h	HIV24h	HIV24h_r	HIV30h
ZNF385A	168.435423973838	189.201397868615	321.920567371526	487.149306380489	363.190606462896	495.625443785698	121.776542191126	233.941951821577	352.338613842825	390.325179996139	385.939940107281	642.745154743091
ZNF389	188.77510678129	146.348889682642	162.621684340808	141.279174242251	136.212205191352	186.50242033175	97.3889329857894	197.749313143342	235.222772265016	153.042656193238	190.287273729922	210.293430278388
ZNF394	1828.7958468348	2267.54804488831	2035.0989740971	2102.05145619382	2076.21593982617	2250.89813216774	1954.91183412559	2026.98559300578	1937.00603949948	1867.03024834398	2153.98445407231	2042.97831732564
ZNF395	1146.88121797443	1910.11916979167	2443.36197970875	2737.40899819959	2341.87227494667	3041.74599343321	1085.08710580192	1181.73667720784	1883.85346524494	2265.02540351693	2305.58966152702	2468.14664432567
ZNF396	88.1472023654741	69.4091590760082	88.2186132246641	68.0657886071495	50.7136145778555	134.819391173834	164.454858300465	135.166208762228	148.73722771525	130.324116680194	100.143636864961	132.907332216284
ZNF397	3265.4197588138	2411.68829969567	2579.76761008835	2173.58177549248	2056.87697290168	2824.28721037254	2694.66931335414	2676.19104929662	2237.90366324554	1966.31868028987	1331.42376767954	2007.47175468538
ZNF398	3327.5093168576	3273.60806661808	3162.59166716481	3066.44846697343	3061.48541261026	3144.13690025549	3017.80513532485	2833.77983020809	2898.25683152657	2742.95616068022	2733.77193663559	2765.85551569401
ZNF407	2822.22877553563	2400.00125200859	2501.54899686369	2097.84379035272	2002.93143358603	1970.05450202661	2773.92904327148	2403.23823259826	2380.24445531703	1993.24435674978	1684.82779857059	1816.28257123783
ZNF408	1242.15657428302	1447.50686551128	1420.79669462534	1471.74311319737	1435.99435058939	931.518161400572	1365.54461166329	1479.57193299748	1456.83108903046	1073.56422016619	1334.49684620903	1205.38760888875
ZNF41	2208.82676244772	2192.55615556286	2180.08957422086	1965.72308294225	1931.68260807478	2379.61812931576	2005.71935330338	2183.06634730567	1937.90693058854	2011.75575931596	1269.9621970898	1651.4957035997
ZNF410	6403.08345926864	6935.54967523761	7163.18756794824	7274.11430807123	7434.12761827194	8623.5131424881	5147.65633925758	5944.08471661888	5000.0357423037	6715.33486590539	7017.6434067409	6933.77971485065
ZNF414	1002.36241907938	1035.53843454158	1036.38082719193	1160.37584095613	1332.17463341586	652.624834246536	1800.45697582513	1371.74803026858	1678.45029693924	1047.47997109566	1758.58168327828	1072.46560515854
ZNF415	1014.13802491527	849.519592188836	768.338994068389	758.122986547187	790.683559530378	991.002402506852	776.177389200991	1073.91277447894	787.469009858836	1007.09145640581	804.902979627385	994.169082413354
ZNF416	1352.41906529184	1127.08697475707	1005.85649032377	916.331222172463	997.305153512995	1044.63573465186	1282.22028021173	1380.04217663234	1064.04257420028	1073.56422016619	903.241492570979	1141.65788107289
ZNF417	1765.63577916956	1120.26953027294	1279.6216366101	1312.69334440388	1072.62534048203	1554.6399657762	1430.57823621086	1261.66208762228	1105.48356429704	1130.78128264349	410.52456834318	919.5142584005
ZNF419	1876.96877979982	1409.52396052826	1112.69166936234	1151.11897610572	1162.19529255331	1307.92663790917	1617.5499067851	1558.74333010612	1237.01366329981	1300.74961529663	1096.84543992868	1382.92042209004
ZNF420	2212.03829131206	1752.34402601604	1505.69250653992	1473.42617953381	1396.29857637598	1877.41511013978	1706.971140538	1705.77592473645	1473.04712863355	1617.96774108987	1725.80217896375	1575.93045490376
ZNF423	7551.74028307898	10343.2979966631	9402.9107856496	9516.80020137634	9726.30411900521	6555.21682467793	5574.43950035096	5769.90764297988	7512.62098969223	7417.92673603099	8469.16083216874	6633.33956943306
ZNF425	393.242444477257	372.29847829959	449.741228006953	436.657316287316	369.297648649574	348.377568260316	585.141117092521	639.601110340122	837.9189108462	730.261845302422	782.367070411145	732.877198368366
ZNF426	1943.3403763294	1555.6120566168	1702.19292512871	1745.24139286873	1547.95679067849	1972.97995650725	1467.15965001886	1590.41188894958	1472.14623754449	1423.59801414494	820.268372274822	1287.32583036627
ZNF428	4206.39771606381	4585.47916949321	3889.45243883791	4174.74764951859	4399.94549185726	2821.3617558919	6104.87000056704	5601.00866248145	5939.66514819334	4403.09239991115	6830.18561644217	4390.96357499821
ZNF429	851.420562455653	636.230971899561	694.889808479375	722.778593481965	644.114547050099	863.257556852381	741.628276160098	631.306963976361	663.146039568547	709.226160568123	562.129775797887	558.986083899401
ZNF430	3309.31065329303	2255.86099720123	2418.56095600337	2546.38096901374	2542.38682674261	2741.39933342117	2607.28038036835	2127.26936267672	1709.08059396728	1901.52877130823	1206.45190748039	1901.86249144769
ZNF431	4179.6349755277	3149.92014526312	3058.61814470764	3045.41013776795	2930.18400559668	3026.14356953648	2989.35292458529	2828.50173706752	2534.2968315463	2588.97494842515	1810.82401827956	2089.4099761629
ZNF432	1304.24613232683	1086.18230785228	876.128058634085	902.86669148095	853.789662126055	1185.05754972242	900.147735994786	809.254104144347	742.424455405832	681.459056718847	491.448969619679	600.865619321246
ZNF434	5415.00307867506	4919.53394921569	4684.03908293725	4534.08231234835	4505.80088975969	4880.88171026016	4584.70902676773	4313.15393618093	4236.08009878076	4706.00626008506	4148.41241970958	4563.03384010101
ZNF436	1370.61772885641	1274.14899148621	1498.06142232288	1592.08235625277	1567.29575760297	2378.64297782221	1326.93089708818	1503.70035878297	1391.96693061814	1448.8408358261	1170.59932463638	1599.60149666394
ZNF438	457.473021763948	382.037684705494	582.33131627803	590.657886071494	520.955862952086	669.202409636811	511.978289476512	546.10346042135	519.904356407997	607.413446454112	622.566986877804	716.489554072861
ZNF44	1433.77779652165	1141.69578436593	1007.76426137803	877.620696434364	883.307032695	1173.35573179987	1410.25522853974	1196.81694332378	963.142772225549	1146.76840304156	949.337670513288	1105.24089374955
ZNF440	1092.28522728074	957.624783294359	805.540529626461	741.292323182795	798.82628244595	1188.9581556966	1209.05745259572	1114.62949299195	953.232970245888	938.935837866675	861.242752667986	1056.98838554612
ZNF441	504.575445107521	533.96930463758	583.28520180516	489.673905885148	475.153046551999	744.28907463982	572.947312489853	688.611975216899	646.029108876406	715.116152293726	538.569507071818	760.189938860873
ZNF442	163.082875866614	274.906414240561	237.024755456952	222.066358391328	214.585913253724	334.725447350678	166.487159067577	249.776231243304	222.610297018175	275.049627652176	225.115497064112	331.379913128505
ZNF443	930.638274442572	930.355005357831	979.14769556413	878.462229602583	775.415954063683	1329.37997076717	824.952607611665	979.661111254368	779.360990057296	916.217298353631	944.215872964142	1049.70498808145
ZNF444	3070.58700771083	3819.00362534865	3413.46356080002	3848.2327802494	4155.66380439013	2233.34540528392	4310.34842320769	4069.60763840864	4948.68495022727	3090.46567249085	4961.75387051389	3334.87094262125
ZNF445	5464.24652126152	4906.87298088802	5400.40711381191	5094.54340238257	4724.63656811566	5469.87321236169	4720.87317816419	5322.77775264252	5234.26742545931	4916.36310742807	3216.2452657651	4594.89870400892
ZNF446	1165.07988153899	1017.03394237037	1072.62847722288	1197.4033003578	1233.44411806456	910.064828542569	1479.35345462153	1165.90239778612	1238.81544547793	1269.61680188987	1407.2263714069	1440.27717712431
ZNF449	518.492070186304	339.185176519521	389.64643979776	332.30720342809	324.512672613934	456.619384043875	540.430500216071	471.456143147491	568.55247521724	452.590806809666	361.355311871383	556.25480985015
ZNF45	3619.75844351203	3397.29598797305	3221.73256984687	3085.80372984248	3024.8431594902	3849.17143008894	3296.23034041911	3929.36116353049	3267.6221780412	3479.20512638071	2905.86433428688	3319.39372300883
ZNF451	7417.92658039838	7241.36075638296	8103.71869769847	7720.12688722758	7516.57268779211	9502.12463817266	5667.92533563809	6109.96764389413	6572.09069271352	6873.5232151073	5718.7555482776	6993.86774393418
ZNF460	444.62690630661	369.37671637782	457.372312223993	434.132716782657	362.17276609845	435.166051185872	361.588032710269	325.17756182296	337.023465328803	254.855370307249	221.018059024795	227.591499256977
ZNF461	716.536350153602	614.804717806575	568.023033371079	458.537178661024	497.545534569819	613.618774504713	599.367222462301	615.472684554633	561.34534650476	474.467918933337	521.155395404723	635.461757278422
ZNF462	351.492569240908	507.673447341642	393.46198190628	417.302053418266	377.440371565145	418.588475795597	467.267672600061	573.247939430026	441.526831659771	590.584898666672	399.25661373506	470.674889640293
ZNF467	659.799340217025	457.029574030947	466.911167495294	805.248843967482	765.237550419219	759.89149853655	906.24463829612	1155.34621150497	966.746336581789	729.42041791305	1000.55564600474	1063.36135832771
ZNF468	4543.60824681895	3375.86973388007	3006.15444071549	2912.44789718925	2873.18494518768	3457.16052968362	3580.7524478147	3315.59433261209	2687.44831668651	2855.70743085606	2087.40108593342	2846.88331248844
ZNF469	47.4678367505698	22.6609683276739	30.9854815968611	32.721395541928	42.5708916622844	37.3042418192762	166.487159067577	347.797960996856	637.921089074865	370.972350040583	319.356571968389	402.393038409024
ZNF473	4373.39721700921	4248.50262784897	4146.0476456359	4009.80714854756	4384.67788639057	4307.49263205536	3001.54672918795	3006.44887723551	3046.90386122148	3562.50643792853	3111.76059576253	3310.28947617799
ZNF48	2508.56945645228	3157.71151038784	3079.6036263045	3209.50910557076	3206.01874436166	2616.57994224733	2924.31930003772	2884.29872169647	2850.50960380639	2992.01866793433	3389.36202292622	2794.0786808696
ZNF480	7164.21580011595	6887.82756384869	6298.96728036842	5996.66695871394	5999.99054476698	6782.42712267404	4846.87582572509	5531.63943834816	4983.81970270062	5061.93004578943	3665.93909058007	4604.91337552284
ZNF484	627.684051573679	392.750811751987	515.559329378926	463.586377670342	430.368070516358	515.128473656609	416.460153422276	538.563327363384	431.617029680111	460.163653314014	249.70012530001	366.886475768765
ZNF485	910.29859163512	695.640130975569	456.418426696863	358.394731642897	479.224408009784	475.147262421241	611.561027064969	488.044435875015	433.418811858231	518.222143180681	412.573287362838	365.976051085681
ZNF490	1097.63777538797	979.051037387346	877.081944161215	765.696785061163	777.451634792576	898.363010620022	883.889329857894	937.436366129761	791.072574215076	707.543305789378	530.374630993185	662.774497770929
ZNF491	663.010869081359	455.081732749766	376.292042417939	371.85926233441	319.423470791702	449.793323589056	784.306592269437	681.071842158933	551.435544525099	534.209263578749	400.280973244889	628.178359813753
ZNF493	1667.14889399663	1316.02757903159	1181.3714273157	1066.12412611554	996.287313148549	1318.65330433817	1357.41540859485	1535.36891762643	1112.69069300952	1052.52853543189	966.751782180383	1007.82545265961
ZNF496	5756.49564791595	7250.12604214828	7590.5282841025	7889.27505403973	7596.98207658337	7081.79863119254	6121.12840670392	6177.07482811001	7453.16217781426	7045.17440253918	6479.85466408062	6856.39361678856
ZNF497	1481.95072948667	1244.9313722685	1445.59771833072	1457.43704933764	1405.459139656	1115.82179368069	1961.00873642693	1300.1167662179	1513.58722764125	1532.14214737393	1386.73918121032	1375.63702462538
ZNF498	4700.97316117134	4549.44410579137	4905.34052523141	5217.40724494263	4504.78304939524	5015.45261636946	4318.47762627613	3985.15814815943	3753.20247504457	4026.97435686187	3203.95295164715	3761.86011898744
ZNF500	1428.42524841443	1512.75954843083	1438.92051964081	1446.49711815078	1338.28167560254	1031.95876523577	1654.13132059311	1352.14368431787	1636.10841575342	1335.24813826088	1278.15707316843	1339.22003730203
ZNF501	691.91462886037	470.664462999211	505.066588580496	497.247704399124	488.384971289802	564.861199827434	518.075191777845	526.49911447064	520.805247497057	567.866359153628	593.88492060259	528.031644674559
ZNF503	213.396828074522	467.74270107744	537.498696502917	576.351822211762	583.044125183316	464.420595992239	394.104844984051	553.643593479316	798.279702927557	496.345031057009	726.027297370544	599.955194638162
ZNF506	1891.95591450005	1331.61030928103	1457.04434465628	1456.59551616942	1360.67416362035	1796.4775361755	1963.04103719404	1761.5729093654	1500.07386130535	1248.58111715557	1207.47626699022	1511.29030240483
ZNF507	5912.79005264692	5345.13726915364	5552.07491262559	5108.8494662423	5036.09571963626	5347.97927566849	3534.00953017114	3443.02258129171	4120.76603938107	3853.64031465124	3032.88491350569	3246.55974836215
ZNF510	3086.6446520325	2438.9580776322	2262.12372955405	2004.43360868035	1913.36148151474	2677.03933484716	2017.91315790605	2066.1942849072	1837.00712861381	1825.80030626475	1290.44938728638	1799.89492694233
ZNF511	1885.53285677138	2393.18380752446	2087.56267808925	2223.23223241744	2310.31922364883	1606.32299493411	1731.35874974334	1901.81938424355	1852.32227712783	1749.2304138319	2256.42040505522	1781.68643328065
ZNF512	8181.19994048856	6116.48241650117	6197.85541449263	5692.87348498668	5546.03374222389	6638.10470162929	8291.62562597888	7982.18268218696	7193.70554416496	7578.63936740103	6877.30615389431	7187.78820143098
ZNF512B	13231.8643344654	13964.3349383778	14459.457964966	14085.4837716403	14438.905006392	10101.8428067032	14923.0230290633	13771.4968440929	17434.1345535107	13546.8838402165	12943.5631711023	13234.8289464721
ZNF513	1095.49675614508	962.494386497311	725.414145347537	798.516578621725	835.46853556602	744.28907463982	1483.41805615575	1302.37880613529	1137.9156435032	975.958642999042	1113.23519208595	1079.74900262321
ZNF514	1278.55390141215	806.667084002863	1160.38594571884	1103.99311868542	1121.48167797545	1404.46663577018	1459.03044695042	1150.06811836439	1467.64178209918	1251.10539932368	1042.55438590774	1609.61616817786
ZNF517	472.460156464176	335.289493957159	361.029873983858	388.689925698801	427.314549423019	266.464842802487	755.854381529878	442.049624221426	568.55247521724	439.127968579714	522.179754914552	490.704232668132
ZNF518A	15084.9164891864	10817.5973486305	9901.79291633861	9260.13258506937	9242.82994589318	10941.4482426459	11947.7347060123	13273.8480622672	10443.2197024046	10001.9502487924	6751.30993418533	8276.65612239895
ZNF518B	5963.10400485482	5860.34128802592	5843.96388392738	5566.64350975374	5343.48350969906	6284.12470947225	4245.31479866013	4951.04919288482	4709.94881162636	4734.61479132371	3378.0940683181	4287.17516112667
ZNF519	1189.70160283223	857.310957313559	888.528570486775	814.505708817896	846.66477957493	1031.95876523577	1046.47339122681	1065.61862811518	801.883267283797	877.51163844252	634.859300995754	871.26175019707
ZNF524	382.537348262808	290.489144490006	227.485900185651	259.093817792989	277.6920158494	205.030298709116	637.980937037418	544.595433809757	448.733960372252	206.052581723673	314.234774419244	266.739760629571
ZNF525	137.390644951937	118.105191105523	116.835179038565	105.09324800881	100.587792435728	168.949693447929	54.7106168764504	105.759689836162	81.1703960357451	107.605577167151	90.9244012764992	111.057139822278
ZNF526	1700.33469226142	1717.28288295479	1747.97943043095	1569.36096071084	1629.3840198342	1337.18118271553	1767.94016355135	1466.75370679894	1638.8110890206	1379.00236250823	1374.44686709237	1471.23161634915
ZNF527	2088.9296848459	1827.3359153415	1540.0323855166	1241.16302510521	1416.65538366491	1454.199361941	1745.58485511312	2164.21601466075	1984.75326721966	1859.45740183963	1705.31498876717	1736.16519912647
ZNF528	130.967587223268	128.818318152016	95.8496974417044	79.0057197940037	60.8920182223193	100.689088899739	138.034948328017	183.423060333207	238.826336621257	201.845444776813	222.042418534624	159.309648025708
ZNF529	2941.055343516	2283.13077513775	2127.62587022871	1891.66816413893	2017.18119868827	2217.74298138719	2599.1511772999	2391.17401970552	2253.21881175956	2109.36133648311	1469.71230150647	2176.81074573893
ZNF530	886.747379963334	823.223734892898	839.880408603143	996.276873153321	917.913605086177	1127.52361160323	1081.0225042677	1085.22297406589	1004.58376232231	1168.64551516523	1169.57496512655	1330.1157904712
ZNF540	329.011867190566	264.193287194068	273.272405487894	238.89702175572	280.745536942739	381.532719040865	568.882710955631	730.082707035709	495.580297003375	505.600732340101	579.543887464982	645.476428792341
ZNF543	1789.18699084134	1517.62915163378	1513.32359075696	1449.86325082366	1308.76430503359	1551.71451129556	1532.19327456643	1455.44350721199	1156.83435637346	1141.71983870532	697.345231095329	978.691862800933
ZNF544	7016.48547235656	6894.6450083328	6179.73158947716	6072.40494385369	6180.148289274	6632.25379266802	6139.41911360793	5816.65646793926	5012.64821755054	5476.7537487498	5171.74757002885	5416.10176815032
ZNF546	820.375783433752	546.630272965254	497.435504363455	400.471390053875	391.690136667395	453.693929563238	650.174741640086	733.852773564692	755.036930652674	535.050690968121	467.88870089361	608.149016785914
ZNF547	781.837437061738	796.92787759696	640.518333432962	567.936490529566	624.775580125618	618.494531972441	782.274291502326	925.372153237017	673.956732637268	756.346094372954	676.858040898746	711.027005974359
ZNF548	1494.79684494401	1330.63638864044	1284.39106424575	1358.97766865595	1256.85444644682	1532.21148142465	1641.93751599044	1770.62106903495	1381.15623754942	1392.46520073818	1198.25703140176	1468.5003422999
ZNF549	1532.26468169458	1117.34776835117	913.329594192157	825.445640004751	798.82628244595	978.32543309076	1202.96055029438	1141.77397200063	1042.42118806283	1060.10138193624	699.393950114987	914.962134985082
ZNF550	2764.4212559776	1944.20639221233	1586.77277634597	1550.00569784179	1354.56712143368	1555.61511726974	1973.2025410296	1546.67911721338	1636.10841575342	1452.20654538359	1395.95841679878	1526.76752201725
ZNF551	3235.44548941334	2836.31769899304	2665.61730753006	2497.57204525701	2258.40936506207	2960.80841946892	2267.88615226075	2537.45260103005	2516.2790097651	2323.0838933836	1700.19319121802	2088.49955147982
ZNF552	1077.29809258052	911.850513186616	891.390227068165	831.336372182288	893.485436339464	911.039980036114	1164.34683571927	957.794725386268	806.387722729097	800.100318620297	664.565726780797	762.01078822704
ZNF554	472.460156464176	298.280509614728	382.015355580719	368.493129661532	360.137085369557	364.955143650591	469.299973367173	436.77153108085	530.715049476718	537.574973136237	544.715664130793	516.196123794472
ZNF557	2540.68474509563	2615.23771357905	2502.50288239082	2379.75740170627	2336.78307312444	2399.12115918667	2182.52952004207	2302.20044962152	2013.58178206958	1900.68734391886	1560.88029788126	1717.9567054648
ZNF558	2700.19067869091	1861.42313776215	1835.73689892691	1576.0932260566	1541.84974849181	2032.46419761353	2597.11887653279	2938.58767971382	2475.7389107574	2311.30390993239	1878.43174592829	2164.06480017576
ZNF559	1964.7505687583	1212.79199112902	968.6549547657	1011.42447018127	1021.73332225971	1207.48603407397	1597.22689911399	1135.74186555425	991.070395986411	1099.64846923672	1089.67492335988	924.066381815918
ZNF561	3956.96897426717	3757.64662499146	3491.68217402468	3144.71105161785	3413.65817870872	3429.85628786434	2991.3852253524	3633.78794765824	3058.61544537926	3145.15845280002	2658.99369241806	2953.40300040923
ZNF562	4432.27524618868	3893.02159403352	4202.32689173657	4023.27167923907	4048.79056612326	4562.00717187076	2977.15911998262	3462.62692724242	3569.42069287632	3328.58962368312	2611.87315496593	3242.91804962981
ZNF563	185.563577916956	235.949588616949	237.024755456952	249.836952942574	171.836617946975	338.62605332486	229.488482848029	274.65867033459	241.529009888437	279.256764599036	353.16043579275	392.378366895105
ZNF564	1021.63159226538	820.301972971128	762.615680905609	624.319212800277	680.756800170169	803.773315746101	788.371193803659	819.056277119702	530.715049476718	605.730591675368	732.173454429519	678.25171738335
ZNF565	392.171934855812	292.436985771186	188.376593573319	187.563498494327	216.621593982616	232.334540528392	349.394228107601	230.92589859839	203.691584147914	241.392532077297	269.162955986763	253.083390383317
ZNF566	2578.1525818462	2506.15860183293	2106.64038863185	1501.19677408506	1646.68730602979	1966.15389605243	1847.19989346869	1849.03845283779	1806.37683158577	1755.1204055575	1603.90339729409	1432.08335497656
ZNF567	1902.6610107145	1877.97978865219	1686.93075669463	1470.90158002915	1580.52768234077	1863.76298923014	1428.54593544375	1585.133795809	1371.24643556976	1625.54058759422	1434.88407817228	1411.14358726564
ZNF568	147.025231544941	120.053032386704	149.267286960987	100.044048999493	85.3201869690326	153.3472695512	121.776542191126	190.963193391173	191.979999990133	161.456930086958	160.580847944878	162.951346758042
ZNF569	2427.21072522247	2221.77377478057	2038.91451620562	1855.48223790549	2056.87697290168	2421.54964353821	2017.91315790605	2176.2802275535	1897.36683158084	2259.9768391807	2061.7920981877	1868.17677817359
ZNF570	830.010370026756	624.543924212477	540.360353084307	464.427910838561	498.563374934266	525.855140085611	782.274291502326	823.580356954482	512.697227695516	481.199338048313	316.283493438902	518.01697316064
ZNF571	773.273360090179	569.030447698831	520.328757014576	401.312923222094	407.975582498537	645.798773791717	625.787132434749	702.184214721237	446.932178194132	566.183504374884	467.88870089361	504.360602914386
ZNF572	778.625908197403	458.003494671537	450.695113534083	514.919900931734	528.080745503211	867.158162826563	735.531373858763	701.43020141544	584.768514820321	671.361928046383	575.446449425665	637.282606644589
ZNF573	1022.70210188683	749.205766208036	725.414145347537	726.144726154844	636.989664498974	794.996952304191	812.758803008996	751.195079598012	798.279702927557	623.40056685218	362.379671381212	582.657125659574
ZNF574	2076.08356938856	2601.60282461078	2636.04685618903	2614.54515563953	2679.79527594287	1930.07329079124	2141.88350469984	1855.82457258996	2110.87801968807	1776.99751768118	2022.86643681419	2053.90341352265
ZNF575	126.685548737489	147.322810323232	139.728431689687	189.246564830766	169.800937218083	125.067876238378	186.81016673869	149.492461572362	175.763960387052	155.566938361354	228.188575593599	189.353662567466
ZNF576	1200.40669904667	1528.34227868027	1380.73350248588	1324.47480875895	1383.06665163818	1075.84058244532	1495.61186075842	1570.80754299887	1533.40683160057	1441.26798932175	1614.14699239238	1380.18914804079
ZNF579	888.888399206223	1092.02583169582	1005.85649032377	1258.83522163782	1194.76618421559	659.450894701355	1198.89594876016	1085.97698737168	1430.70524744772	948.191539149767	1584.44056660733	1081.56985198938
ZNF580	1238.94504541869	1260.51410251794	1296.79157609844	1771.32892108353	1666.02627295427	1159.70361089024	2243.49854305541	2138.57956226367	2767.62762361286	1660.88053794784	2740.94245320439	1827.20766743483
ZNF581	1792.39851970568	2059.12902780199	1793.76593573319	1852.95763840083	1869.59434584355	1300.1254259608	1444.80434158064	1398.13849597146	1729.80108901566	1567.48209772755	1985.98949446034	1505.82775430633
ZNF582	475.67168532851	394.698653033168	348.629362131168	218.70022571845	219.675115075956	215.756965138117	304.68361123115	288.230909838928	309.095841567941	264.952498979712	278.382191575225	162.951346758042
ZNF583	1117.97745819542	845.623909626475	629.071707107402	589.816352903275	552.508914249924	655.550288727173	1036.31188739125	1210.38918282811	934.314257375627	858.158808486965	713.734983252594	816.636269212055
ZNF584	1019.49057302249	1371.54105554524	1431.28943542377	1396.84666122583	1365.76336544259	1182.13209524179	1038.34418815836	1042.24421563548	984.76415836299	1123.20843613914	1033.33515031928	1124.35981209431
ZNF585A	674.786474917253	445.342526343863	583.28520180516	498.930770735563	460.903281449749	520.979382617883	696.917659283647	765.521332408147	671.254059370087	625.924849020295	423.841241970958	635.461757278422
ZNF586	2315.87772459221	2271.44372745067	1883.43117528342	2030.52113689516	2050.76993071501	2377.66782632866	2125.62509856295	2017.93743333622	1566.73980189579	1525.41072825895	1658.19445131503	1416.60613536414
ZNF587	3316.80422064315	2365.91402958793	2457.67026261571	2512.71964228496	2405.99621790679	2594.15145789578	2771.89674250437	2419.07251201999	2514.47722758698	1953.69726944929	1111.18647306629	1990.17368570679
ZNF589	2824.36979477851	2558.75031642481	2323.17240329037	1986.76141214774	1975.44974374597	2115.3520745649	3068.61265450263	2577.41530623727	2303.66871274693	2271.75682263191	2075.10877181547	2246.00302165328
ZNF592	6468.3845461768	6544.03357772029	7316.76313781618	7208.4747209501	7282.46940396943	5619.07139087416	6893.40269820625	6585.75003985175	6352.27326698286	6286.20689732567	5780.21711886734	6265.52799746731
ZNF593	355.774607726687	451.186050187405	407.770264813231	421.509719259364	419.171826507447	215.756965138117	410.363251120942	415.659158518546	550.534653436039	494.662176278265	631.786222466266	352.319680839427
ZNF596	619.11997460212	320.680684348305	394.41586743341	419.826652922924	392.707977031841	526.830291579157	455.073867997393	439.033570998239	374.860891069326	386.959470438651	321.405290988048	429.705778901532
ZNF597	408.229579177485	247.636636304033	243.701954146862	221.224825223109	188.122063778118	200.154541241388	227.456182080918	287.476896533132	256.844158402458	232.136830794205	229.212935103428	207.562156229138
ZNF598	7910.36100626299	9613.83143686092	9087.17467616955	9473.04047662893	10458.1313410422	5942.8216867313	9045.60921057721	7668.51314697559	10833.3055439676	8192.88136164259	10390.8592726081	8151.92794081649
ZNF599	494.940858514518	357.689668690736	376.292042417939	426.558918268681	387.618775209609	374.706658586046	516.042891010734	613.210644637243	598.281881156222	492.137894110149	549.837461679938	487.972958618881
ZNF600	314.024732490338	227.184302851636	229.393671239911	200.18649601762	214.585913253724	280.116963712125	229.488482848029	218.107672399849	144.23277226995	227.929693847345	237.407811182061	226.681074573893
ZNF605	3405.65651922307	2865.53531821075	2457.67026261571	2401.63726407998	2278.766172351	2881.82114849173	2855.22107395594	2931.04754665585	2679.34029688497	2476.2236782493	1846.67660112358	2429.90880763617
ZNF606	851.420562455653	716.092464427966	611.901767619061	503.13843657666	568.794360081066	649.699379765899	613.593327832081	802.467984392178	725.307524713692	720.164716629958	641.005458054728	612.701140201332
ZNF607	1951.90445330096	2035.75493242782	2026.51400435292	1719.99539782214	1768.82814976336	1881.31571611396	1497.64416152553	1386.82829638451	1516.28990090843	1506.0578983034	1600.8303187646	1482.15671254615
ZNF608	150.236760409275	64.5395558730567	76.7719868991035	93.3117836537362	72.0882622312296	99.7139374061932	341.265025039155	235.44997843317	169.457722763631	174.91976831691	127.801343630347	131.9969075332
ZNF609	5869.96966778911	4831.88109156256	5963.19957481864	6001.71615772324	5425.92857921922	6322.15561772053	6653.59120768711	6216.28352001144	5214.4478215	5694.68344259715	3423.16588675057	5646.43921297047
ZNF610	939.202351414131	482.351510686294	470.726709603814	520.810633109271	453.778398898625	683.829682039995	867.630923721004	874.853261748648	793.775247482257	791.686044726577	579.543887464982	739.250171149951
ZNF611	1773.12934651967	1194.2874989578	1438.92051964081	1561.78716219686	1308.76430503359	1880.34056462042	1357.41540859485	1344.6035512599	1502.77653457253	1396.67233768504	725.002937860715	1300.07177592944
ZNF614	4175.35293704191	4609.82718550797	3973.39436522535	3683.29227927836	3517.47789588225	4250.93384542972	2875.54408162705	4136.71482262454	3581.1322770341	3559.98215576041	2714.30910594883	3146.41303322295
ZNF616	1985.09025156575	1631.57786658285	1493.29199468723	1433.03258745927	1240.56900061568	1797.45268766904	1463.09504848464	1481.07995960908	1211.78871280613	1208.19260246571	971.873579729529	1160.77679941765
ZNF618	407.15906955604	318.732843067124	553.714750464128	594.865551912592	565.740838987727	522.929685604974	379.878739614272	431.493437940274	391.977821761468	385.276615659907	310.137336379928	398.75133967669
ZNF621	3237.58650865623	2071.78999612966	2416.65318494911	2378.07433536983	2301.15866036882	2680.93994082134	2845.05957012038	3007.2028905413	2773.03297014722	2363.47240807345	1293.52246581587	2359.80610703873
ZNF622	3439.9128271093	3972.88308656192	3217.91702773836	2995.75968084299	2980.05818345456	2880.84599699818	3381.58697263778	3627.75584121187	3086.54306914012	2919.65591244833	3368.87483272963	2851.43543590386
ZNF624	1314.95122854127	903.085227421303	971.51661134709	928.954219695757	868.039427228304	1161.65391387733	1316.76939325262	1183.99871712523	1071.24970291276	1239.32541587248	891.973537962858	1180.80614244549
ZNF627	2386.53135960757	2221.77377478057	2180.08957422086	2013.69047353077	2012.09199686604	2808.68478647581	2255.69234765808	2228.30714565346	1824.39465336697	1949.49013250243	1620.29314945135	2124.00611412008
ZNF628	728.311955989495	910.876592546025	792.18613224664	959.249413751661	998.322993877442	416.638172808506	1044.44109045969	973.629004807996	1230.70742567639	840.488833310153	1192.11087434279	809.352871747387
ZNF629	1821.30227948469	2571.41128475248	2874.51823797154	2669.2448115738	2571.90419731156	2339.63691808039	1879.71670574247	2483.1636430127	2425.28900977003	2422.37232532949	2135.54598289539	2541.89104365545
ZNF630	259.42874179665	292.436985771186	264.687435743723	273.399881652721	278.709856213846	402.010900405323	365.652634244492	350.060000914246	282.06910889614	317.962424510148	406.427130303863	359.603078304096
ZNF638	16397.3612850778	15370.6763433902	12651.8448910545	12607.7515282468	12515.1867175883	15013.6808796923	11966.0254129163	12403.7167073779	10613.488118237	12409.2740097856	9972.92059259787	11186.3734095341
