Ratio_6h	Ratio_12h	Ratio_18h	Ratio_24h	Ratio_30h
MRPS12	0.188644286995247	-0.399879881448887	0.03019570704708	0.0972010816569227	0.502684711500643
MRPS14	0.0943844852815148	0.179309273732726	0.0873629056898577	0.25729462262397	-0.0387697437955866
MRPS15	0.0179280348990474	-0.449534976844386	-0.439811049699425	-0.0599008260967994	-0.258888296937273
MRPS16	0.0376062415188306	-0.0357621338044429	0.0881368746041878	0.231065639294958	-0.0252722713681225
MRPS17	-0.0728847636800098	-0.453928391024565	0.101777770142062	-0.142658907227053	-0.0379551049104199
MRPS18A	0.270333378862065	-0.414986737545477	-0.00311102284946659	-0.167593183302646	-0.0468772163904942
MRPS18B	-0.00957378789742086	-0.394258105120605	-0.2168253738151	-0.0313847274401039	-0.137300519385546
MRPS18C	-0.32000794037293	-0.0560614386257405	-0.390503858116357	0.146354379024221	-0.133806943154759
MRPS2	-0.108191957291111	-0.668070343336503	-0.318391212481329	-0.394559428953238	-0.0525736932267603
MRPS21	0.393407271667488	0.3166782037319	0.0518402280027918	0.462655185065191	0.31911735391817
MRPS22	-0.135125512200899	-0.0286620608457252	-0.0955438311109685	-0.0132044307029728	-0.171113861671242
MRPS23	-0.413016455555145	-0.400810866428125	-0.451467146080909	-0.0249457935363902	-0.284396629544205
MRPS24	0.233736598677993	-0.428716841892761	-0.361111678544835	0.0502506412879194	0.177371277359438
MRPS25	0.0472742935565469	-0.16893459236948	0.101635552520303	0.225647317088264	0.305946029943888
MRPS26	0.209252596671575	-0.540111747667959	-0.115423299136306	-0.0286612045332641	0.280769166637918
MRPS27	-0.13977496705049	-0.476358889860544	-0.550583496699545	-0.285373567222039	-0.560990296605632
MRPS28	-0.0817803541209615	-0.35291153520695	-0.493707843155811	0.0514301627219796	-0.23830088093644
MRPS30	-0.470655702201602	-0.503007178685815	-0.115366690703367	-0.0980230087130467	-0.351937543530557
MRPS31	-0.286843490146841	-0.112259812968586	0.0424134115921434	0.0441563195197548	-0.347472397242507
MRPS33	0.0630622453009408	-0.0212567133750778	-0.021716453506791	0.362466325257205	0.126562173935498
MRPS34	0.0509813513706291	-0.366517398693848	0.208925452562194	0.170810428418524	0.441528817370417
MRPS35	-0.289707100621706	-0.542946562308778	-0.328603822841841	-0.023122856700605	-0.489853151361959
MRPS36	-0.0627947854337704	-0.142773484819562	-0.237353046695379	0.080317936777577	-0.217509802886258
MRPS5	-0.171767835713141	-0.524459610678529	-0.23882552068888	-0.11871700404214	-0.0694088771295517
MRPS6	-0.248446667943568	-0.294325285692885	-0.268550897967829	0.000447658532535134	-0.227855991440206
MRPS7	0.00886248770704505	-0.429158039290731	-0.269255085937001	0.109118288274965	0.047805901724548
MRPS9	-0.121814535036315	-0.25697129392453	-0.470588185109199	-0.106432028827034	-0.333588492424186
MRRF	-0.177626423688123	-0.231723946985304	-0.374309158623839	-0.0715036286772898	-0.395815141944216
MRS2	-0.332152926510303	-0.430976226843674	-0.14318477917422	0.00258049522140216	-0.126619497897743
MRTO4	-0.385775154027516	-0.931545672941524	-0.460288664770338	-0.234615519296266	-0.198771925339919
MSH2	-0.266450391833955	-0.537556248667165	-0.658163858024301	-0.391164853055091	-0.620332307866053
MSH3	-0.459595853080102	-0.399926509779164	-0.419812756027416	-0.322147074890984	-0.391449298205449
MSH5	0.331627227035684	0.187678207770892	0.280220105761696	0.107581655456859	0.356982364796688
MSH6	-0.469859773305416	-0.849180149995781	-0.701533980288941	-0.423532689632753	-0.519027782079771
MSI2	-0.107965189069365	0.0906687230911254	-0.00463492954858554	-0.437112018756485	-0.383397629637432
MSL1	-0.442231187295129	-0.504669601568048	-0.420571797293009	-0.43770192413418	-0.390531212417519
MSL2	-0.212032560137014	-0.518352902137648	-0.580878056539718	-0.517038690464715	-0.70261084304703
MSL3	0.0211151256714589	0.0942104182138998	-0.152082281598997	-0.230489407185331	-0.480942172315863
MSL3L2	0.08432518526215	0.264116100077632	0.0208999712190666	0.0315693654168031	-0.187146286821677
MSN	-0.119339309691232	0.256310817285587	-0.120627361279155	-0.282127320445951	-0.281315030962242
MSRB2	0.348714769654421	0.443709674256277	0.470066384108656	0.704483608285663	0.789230334441511
MSRB3	-0.570959975047322	-0.31572759835886	-0.259784153934343	-0.187662287504697	-0.269059018335869
MST1	0.689225956837392	1.08169833585767	1.19927456614763	0.829285077217208	1.20194902227802
MST1P9	0.953608440535156	1.19020912246938	0.526474738170652	0.697326866402451	1.04033576846583
MST1R	1.29342369552711	0.864403809223025	1.57981302444165	0.972751568967986	1.84618055307813
MST4	-0.224475542069362	-0.114769152693882	-0.107900728879594	-0.0578287384569331	-0.427563717590036
MSTO1	-0.067911819368102	-0.16177749815093	0.313705399245444	0.29516286622896	0.517961610405103
MT-ATP6	-0.168522782687628	0.021554657173914	-0.500574132861491	-0.382555620967741	0.0335141324873654
MT-CO1	-0.179151873474212	0.0298425587990608	-0.0826206416050231	-0.0424653075724115	0.0338986753111131
MT-CO2	-0.13190819564092	0.170683225627666	-0.118408109647593	0.0828742932700308	0.133320819574843
MT-CO3	-0.0491782870879216	0.0383316124605052	-0.188798014665032	-0.00228418028452624	0.0100948067034373
MT-CYB	-0.126834459293621	0.14122302400017	-0.367642724052806	-0.265480575739032	0.0519681580118645
MT-ND1	-0.110219216943693	-0.0349347733475785	-0.225716660160346	-0.312548027876675	0.0362467787296401
MT-ND2	-0.329539343975613	-0.188071969778555	-0.570879805894021	-0.446932088451955	-0.167450170713239
MT-ND3	-0.192163814163901	-0.157818670584774	-0.104016899260109	-0.00694544324480735	-0.177019030378683
MT-ND4	-0.191928113152633	0.08691037029478	-0.565085766152855	-0.453558492294776	-0.152408351621385
MT-ND4L	-0.559497384415169	0.00148453271872051	-0.476360719938672	-0.90058472020485	-0.445580725155767
MT-ND5	-0.291308386021972	0.0989405909159202	-0.501161442768695	-0.474845918296051	-0.19770285602399
MT-ND6	0.0468176501368844	0.279563826738869	-0.373228365659321	-0.27479563122501	0.26200992997095
MT1X	0.690613579201646	1.23224199388317	0.669486273803038	1.57291454314423	1.05989180122508
MT2A	0.816977526980191	0.425698347094567	0.622505590209803	0.222046815576664	1.54030880479114
MTA1	0.189268427211028	-0.445042357647224	0.0588820625646166	-0.29501991145021	0.213006906915154
MTA2	0.199583583890226	0.0809953326950422	-0.0127299909120356	-0.0657197713002582	0.0226521170587326
MTA3	0.211339087598566	0.245357800073424	0.217482139143287	0.133552842741821	0.171784440454424
MTAP	-0.76121894182338	-0.827512260371475	-0.532906031560252	-0.467007932584694	-0.767139570685665
MTBP	-0.386652058533514	-0.748905135112096	-0.851168683279549	-0.570346021409848	-0.718233937397955
MTCH1	0.354660350879961	0.349898968550824	0.0648618694889888	0.0923426972302422	0.33464328053359
MTCH2	-0.0703928873350377	-0.412528292144651	-0.332607432731397	0.0719274845247095	-0.209483381780453
MTCP1	0.482372384738851	0.96315402514813	0.103404726288601	-0.160093016267108	-0.0260119138275536
MTDH	-0.312994516745297	-0.285909750106745	-0.27930887378741	-0.567444088980438	-0.629859678838343
MTERF	-0.36070223926594	0.181936467474486	-0.0064816271292766	0.14996257284243	-0.202197195588874
MTERFD1	-0.591149467815343	-0.686466921709587	-0.539461711078927	-0.212922008194746	-0.516866372470789
MTERFD2	-0.10527697027102	-0.0629264040875937	-0.0520062630146951	-0.050431254363441	0.072233600124328
MTERFD3	0.455734350793897	0.282438679560249	0.26671193082229	0.763962241317841	0.52098208162965
MTF1	-0.321879698098749	-0.391827170106387	-0.569013893965042	-0.9522843884113	-0.637772942500644
MTF2	-0.643521388658843	-0.48084565305324	-0.580613230906171	-0.42851382366009	-0.750662330730941
MTFMT	0.1071678192768	-0.283628395684944	0.256974058097733	0.349226457244447	0.0397466338833431
MTFP1	0.139859899396374	-0.579649029177091	-0.148235156958178	0.0787307968236897	0.137208154338725
MTFR1	0.00561176903620273	-0.175208175606245	-0.152201152088047	0.11224931298842	-0.516744879131383
MTG1	0.221117439760537	-0.0918769116696981	-0.006704181849503	-0.0415795691349544	0.318203218958
MTHFD1	-0.0248895745394846	-0.481798902872727	-0.307092036214287	0.0379002443216775	0.10267879550364
MTHFD1L	-0.0111637192720327	-0.738093515371649	-0.598029801978687	-0.332963455311725	-0.460951486219816
MTHFD2	-0.40499946630484	-0.716763944058129	-0.591887341224562	-0.382896280625214	-0.485282842887613
MTHFD2L	0.073593753840283	0.339736176326678	-0.0318015774645362	-0.0284836929747583	-0.172456144038418
MTHFR	0.518979009188845	0.523198138109428	0.318416434043552	-0.118448614688882	0.170432210416048
MTHFS	0.0159193725887658	-0.322197484347352	-0.14213728127123	0.140583947978921	0.171687121455649
MTHFSD	0.35344526332943	0.126997063672616	0.327950348255784	0.217354034829927	0.322688081470353
MTIF2	-0.00530635656699868	0.129917622441264	0.0626856278614605	0.402874159791679	-0.0492789186250991
MTIF3	-0.19685745621534	0.0724283586350842	-0.108122166010707	0.174893690953516	-0.0871743694807849
MTL5	-0.350843292218832	-0.191070477916448	0.356868238067993	0.463052635370905	0.408059926264203
MTM1	-0.259384419228699	0.166024336060509	-0.0198078945451011	0.188898985352301	-0.466589559873307
MTMR1	-0.329975612064714	-0.398699676532275	-0.296526699502189	-0.363359669570421	-0.397853544390469
MTMR10	-0.208041420505506	-0.137892139930411	-0.172342163056766	-0.316159111887149	-0.248207695853523
MTMR11	-0.393079536357212	0.425777982800153	0.56112017691977	0.782569313833255	0.0131513974562994
MTMR12	-0.0495743936659204	0.0660301265605571	-0.121688871794495	-0.0058756178581934	0.0644954660659189
MTMR14	0.304237638985163	0.44231785017101	0.281561406520667	0.124251805250181	0.109367654507089
MTMR2	-0.330503521784289	-0.139604522284662	-0.29970160502921	-0.0842430385959605	-0.351956144303344
MTMR3	0.10907302999926	0.406766952723897	0.0861982708877581	-0.0386709721759924	0.248194443117272
MTMR4	-0.237109229824667	-0.35155728710119	-0.453219778430022	-0.5422142053624	-0.539129657797706
MTMR6	-0.124883623965487	0.151189276090624	-0.0792826146480365	0.0134825397546878	-0.420753022064419
MTMR8	-0.135874865831927	0.538313772128775	-0.142804316148062	-0.202160819323847	-0.178562845691594
MTMR9	-0.106699967443068	0.0527116259800666	-0.112336998989899	-0.233874713665204	-0.333839489165341
MTMR9L	0.713825227866164	0.401160976153431	1.07894775734497	0.229942942390223	0.376061737401923
MTO1	-0.0974770272744747	-0.31499872158824	-0.164414924475824	-0.154967485074899	-0.24759462088318
MTOR	-0.0870964959866529	-0.12937840739076	-0.141125385467582	-0.240480775857725	-0.0274692986203493
MTPAP	-0.56421753993137	-0.637115093410946	-0.507371447317882	-0.448993410751831	-0.684113756821438
MTPN	-0.400394574972689	-0.00590810781140707	-0.263608016051531	-0.483498587621763	-0.528156859938425
MTR	-0.0930947802576814	-0.416048419140699	-0.249891617351443	-0.273150935143778	-0.383516525387665
MTRF1	0.180058239906799	0.365028094523603	0.433607247805786	0.318302743612042	-0.0264707540269334
MTRF1L	0.00132858992472836	-0.123471297673427	-0.153466228631369	-0.331464523246801	-0.723313176698377
MTRNR2L9	-0.228230825067935	0.191825223147743	0.110333359687913	0.229947893188742	-0.170766731449927
MTRR	-0.563258514819987	-0.615131494228775	-0.345059540737622	-0.282397168941063	-0.439438300227504
MTSS1	0.600847324191339	1.59807020313331	1.39418723951088	1.112198275829	1.1042314862716
MTSS1L	0.436778895284798	-0.0760276603442363	0.129121900696086	0.0450852041923658	0.759973570237787
MTX1	-0.0273494249537773	-0.414576659192146	-0.404025444623916	-0.0807267838724304	0.0110214520628107
MTX2	-0.0545794476769063	0.109677074146007	0.225985405804142	0.3933798222277	0.0213852219564104
MTX3	-0.503013259105651	-0.164732246609866	-0.112005885739835	-0.328478310467219	-0.29645754799688
MUC1	0.536183270878168	-0.190669449086872	-0.756729422761956	-0.84918365379517	0.235424586738673
MUC20	-0.0582199535838773	0.672637687829432	0.956006063983859	1.20080677897144	1.34410391205422
MUDENG	-0.260283685612684	-0.0806030031653709	-0.159383937182307	-0.137426436958601	-0.470598482359293
MUL1	0.0352364063116513	-0.0470067283652271	-0.174662609477282	0.0762561607785911	-0.195851176713913
MUM1	-0.0727048167387085	-0.363391438960464	-0.296393565492375	-0.194365730748599	0.125278829851783
MURC	0.214230527249411	0.556203827727622	-0.233701034501839	0.163822714295129	0.457704947893772
MUS81	0.631976706616568	0.556281184467414	0.427238106741351	0.13696062928562	0.357860870790123
MUSTN1	0.221891106662524	0.545162588715443	0.791460307715261	0.260987864066823	0.45652489519224
MUT	-0.0210372576356533	0.22735523254659	0.0880074791225826	0.299827117557244	-0.000589442960988399
MUTED	-0.306174282679338	-0.247057339965015	-0.156681417133113	-0.0281721054500592	-0.241558900025669
MUTYH	0.193322135544732	-0.232347809319086	-0.0237212598887378	0.115521078818453	0.532473687980554
MVD	1.22225674629901	0.869395824810522	0.813160605806076	0.268703160933982	0.548780850180777
MVK	1.24639250589648	0.584686561517429	0.22754665894082	-0.0622269649974526	0.408193915243096
MVP	0.429240096281493	1.0355077411954	1.62752776681483	1.7297001492799	1.58328902519948
MX2	0.0675074777543416	-0.108396203811889	0.0714589976826835	-0.110802685228717	-0.0372168197809413
MXD1	-0.165964886581651	-0.333462480482634	-0.192185640420346	-0.32162172847345	-0.276936332355711
MXD3	0.780582924882672	0.655754408691181	0.932248838289645	0.634218082022058	0.902613470308917
MXD4	0.392271599099069	0.337811143195647	0.408023824379967	0.194200135122321	0.662236576446803
MXI1	0.255865416901253	-0.3302788528117	-0.515023783403291	-0.372605230479506	-0.684647124489204
MXRA7	0.102817065929524	1.35599625980594	0.875372409642403	1.04038149685793	0.714444197233771
MXRA8	0.703087275837554	0.409016216374699	0.195450816842621	-0.334712897278152	1.00457994890586
MYADM	0.213147775724557	0.0339170048004531	-0.181696063624096	-0.735280350276552	-0.534686225732452
MYB	-0.505995556910475	-0.423327822731805	-0.389077166237227	-0.334910933240448	-0.518449148481568
MYBBP1A	-0.269188239076827	-0.833665113369183	-0.135398935612082	-0.298766701063187	0.188479360584852
MYBL1	-0.0181058956936631	0.0978924995930274	-0.356051940930334	-0.0665336154933932	0.254318346079012
MYBL2	0.200976817201218	-0.293991784194759	-0.565931653288948	-0.332950931166779	0.148895909874868
MYC	-0.67020353852866	-1.2739957841777	-0.608788850405521	-0.715597665413185	-0.602296827884134
MYCBP	-0.421741840999601	-0.789257431336224	-0.575698545178454	-0.148901965764261	-0.433100145451573
MYCBP2	-0.358069144283344	-0.303415265468057	-0.550911298373178	-0.653321333512839	-0.391270412225459
MYCBPAP	0.690886171596149	0.387697995869323	0.14638338293731	0.469733401773604	0.319112257213914
MYCL1	0.455360294218753	0.194383300372877	0.668227052465412	0.607850766474716	0.455080146788196
MYD88	0.27759179246698	0.63718266927674	0.55244452484695	0.395312018225672	0.467598866873656
MYEF2	-0.467674564671188	-0.0497183150548339	-0.185362923746232	-0.0156326326493904	-0.0533938871276636
MYEOV2	0.166137098398581	-0.234367773886079	0.238044383235781	0.269585051844435	0.238124245913307
MYH10	-0.00837866520467911	-0.254617167028609	-0.421218240014906	-0.461234913750003	-0.241931335619635
MYH11	0.250585495773544	0.214669717381638	0.379442983967682	0.387675623196206	0.749796077771529
MYH15	-0.600912945994278	0.423025354459835	1.4492740608968	1.29719426040428	1.53287918531883
MYH3	0.0473876744200578	-0.643122314673811	0.300967338965135	0.264466489910131	0.578885882074782
MYH9	0.169801713153731	0.246810744110929	0.0200019398098603	-0.443412985111868	-0.177599626462908
MYL12A	-0.0764623517477955	0.215595858266185	0.014258718525368	0.236964154084667	-0.284475741262863
MYL12B	-0.113580848593816	0.0231665932629385	-0.212395544982244	0.218450737874137	-0.225164104113182
MYL5	0.371558537922796	0.376878246012226	0.189966031916412	0.319211355566885	0.48247773305854
MYL6	0.0590134559922158	0.314235710054654	-0.141573391742054	0.339573338265697	0.0471326902287521
MYL6B	0.122047530176646	0.21891513480623	0.0670458230256616	0.518957604150545	0.444941978507976
MYLIP	0.136553000833984	0.054804531493681	0.548624199973615	0.338781306614229	0.291910527512523
MYLK2	-0.121266631578173	-0.525372877892502	-0.372345871304966	0.0505320795255401	0.279945074901235
MYLK4	-0.427380064871048	-0.939934157505246	-0.654900357767009	-0.30355553292386	0.118761117075766
MYNN	-0.561762438589441	-0.397704722211565	-0.464351894022587	-0.203701594445847	-0.449665097722568
MYO18A	0.205392938981994	0.491780365515516	0.207477379645586	0.0953101467802405	0.289561995173775
MYO18B	0.428537433531476	-0.0751044805892734	-0.60778378020149	-0.844366276425655	-1.10024824515091
MYO19	-0.0614596210444147	-0.380642871360707	-0.077141964067884	-0.172173871406171	0.303268046633524
MYO1A	0.0996034294688587	0.381841637096955	0.851934902553653	0.883633770119795	0.750046918146902
MYO1B	0.288608084121774	0.569230903385696	0.0773697174157976	0.40268114128465	0.182163813460484
MYO1C	0.498940113685526	1.01951389946965	0.773839018563096	0.405407984292858	0.881857751826976
MYO1D	-0.0216616443231633	0.74369227640498	0.356990732838399	0.154587878556767	-0.0700909904644982
MYO1G	0.576206896363307	1.60850559811204	1.24343368235468	0.775279713293224	0.448113083835728
MYO5A	0.0531850861850616	0.881072969906329	0.784597737172393	0.574281227479035	0.574433651768191
MYO5C	0.885249173724347	0.999455520587787	0.771626653251779	0.805872014749726	0.556229473716051
MYO6	-0.252836618064925	0.675864508726654	0.285093375314846	0.221558773681901	0.413520980637225
MYO7B	0.760502637409595	0.706765126622644	0.964095769783268	0.650116890985746	0.911409705845667
MYO9A	-0.297045844421263	0.0713312439605453	-0.104601007611132	-0.135180318944829	-0.162848094558129
MYO9B	0.193057297635259	0.456319681764067	0.452876824772122	0.0670141013269502	0.516273504104594
MYOM2	0.0200618565183815	0.684114771247989	0.224625634227001	0.603133894779262	0.135854980184232
MYPOP	0.556478970742474	0.251824885120984	0.517550588815646	0.219098691380835	0.372390002896608
MYSM1	-0.578613122637511	-0.302825917192432	-0.16503258054583	-0.538010928735402	-0.466339716200735
MYST1	0.233340244937796	-0.1227446874629	0.0768417546135253	0.0271928644452468	-0.0274326157513628
MYST2	-0.22967964201343	-0.320621493546891	-0.301150878146026	-0.46082138041418	-0.209211202292877
MYST3	-0.36638200179454	-0.17503898333471	-0.32578611500065	-0.681864795876116	-0.583980224923935
MYST4	-0.314143247966966	0.108939354041173	-0.0942594889363032	-0.409944321610013	-0.300044379097952
MZF1	0.668448914906875	0.655363321606286	0.786897141640034	-0.11235657064822	0.621971857859176
N4BP1	-0.285478996168179	-0.202011717534368	-0.0950416766011989	-0.136089086122916	-0.225924862299882
N4BP2	-0.223543236736967	0.0649570218738804	-0.211235510620993	-0.352034271955338	-0.60444884012924
N4BP2L1	0.0181595033186737	-0.246537073497082	-0.249099132556668	-0.19444182221214	-0.278686163977327
N4BP2L2	-0.256861554931942	0.00434841837279679	-0.200776863235736	-0.081835271995486	-0.359212592514029
N6AMT1	-0.254425966370095	-0.173395376284598	-0.232237584578293	0.126242373564887	-0.214835399307777
N6AMT2	-0.466160608074241	-0.570823344987288	-0.338261677624839	0.0628656535845747	-0.527646967314011
NAA10	-0.0174093295063331	-0.472891736976871	-0.424654303086542	0.185665642942444	0.153568943739169
NAA15	-0.54394100369505	-0.778193211643866	-0.593757978456127	-0.437680354840488	-0.78260709909421
NAA16	-0.481347221109386	-0.867068597497501	-0.926768245247605	-1.01286295321617	-0.620039011442294
NAA20	-0.236565988571754	-0.451307402739346	-0.19629882286431	-0.0143444217192442	-0.296381421362279
NAA25	-0.5493070978412	-0.680147677027742	-0.591762379433743	-0.487894891261736	-0.591673293850123
NAA30	-0.292097170462527	-0.175694403365083	-0.0456805116237452	-0.199385891339174	-0.24758361643966
NAA35	-0.200297890635338	0.052265492716777	-0.158692718708648	-0.0298007588710527	-0.104966861460149
NAA38	-0.0485725419213017	-0.181809026323496	-0.359479127757365	-0.0902816468453075	-0.163755087427701
NAA40	-0.0294233426500393	0.0883226815646981	0.121718251118454	0.0115216236112728	0.0808286894816122
NAA50	-0.510695789125541	-0.792093485393543	-0.626315464237148	-0.323026293834143	-0.556044934356432
NAAA	0.801229602538649	0.593237351680794	0.95679845532094	0.746033152451503	0.802247171525299
NAALAD2	-0.580888526620633	-0.707437519146041	-0.5426020401466	-0.0497855040707128	0.382685038632072
NAALADL2	0.917599947093311	0.43578602394763	1.06972485572336	0.796972701000203	0.573731225177724
NAB1	-0.0862230858905377	-0.0102429185472872	-0.401221477570364	-0.239574507059515	-0.310687860959997
NAB2	0.393823939648152	-0.14982189230231	-0.203775107180696	-0.314320714108469	-0.337023245473767
NACA	-0.248929398294691	-0.323778428531358	-0.520487170122266	-0.0537681825190977	-0.615784316800211
NACA2	-0.600591918857523	-0.11844788860931	-0.107327426021832	-0.133174686636942	-0.590904286793671
NACA3P	-0.248456031806942	-0.337952488737886	-0.583695962744287	-0.0888219454852416	-0.682054161880978
NACAP1	-0.636156456962267	-0.445082123816666	-0.369603852018783	-0.0265270237212826	-0.480378189209641
NACC1	0.198405997838269	-0.360591061676288	-0.205853917252236	-0.472541804743243	0.0572067989887029
NADK	-0.012083441744551	-0.415007425342192	0.181502566772781	-0.0479236305795722	0.318071292571196
NADSYN1	0.191859373654361	0.146699783747874	0.0939136020417948	0.13625949739641	0.27279451327082
NAE1	-0.268513898542031	-0.44753258415244	-0.220460256307744	0.025725508491767	-0.367786533591517
NAF1	-0.383039389513721	-0.689409473382091	-0.376620326046575	-0.38407999657007	-0.440682223663307
NAGA	0.324226140543713	0.405722165150721	0.223919096502228	0.401070547585298	0.587855228018158
NAGK	0.176759108263949	0.492860931915317	0.678674307744802	0.57031074571533	0.751242492245885
NAGLU	0.401961018739417	-0.185819496602981	0.0883614108051648	0.0441527208057485	0.112862054002972
NAGPA	0.467668887984528	-0.116725059633552	0.230840434204427	-0.23502732654692	0.291425098333549
NAIF1	-0.0937938331298316	-0.0456197352873221	0.0294088266191367	-0.0858206958430832	-0.0384111593149768
NAMPTL	-0.558024547418109	-0.611809366704687	-0.648491726186055	-0.407685504050363	-0.884235559048792
NANOS1	-0.20046091587388	-0.897868376830479	-0.0588313504086546	0.335401676577341	-0.290414866250606
NANP	-0.110764873100636	-0.248813671252899	-0.113441041015417	-0.0707247460916237	-0.183975186636627
NANS	0.344939867522859	0.0891546324789416	0.204166680585826	0.502661689818816	0.627347483180533
NAP1L1	-0.451618248583413	-0.557468839852912	-0.809294280194304	-0.413076525218067	-1.00423518642271
NAP1L1P3	-0.501734375261053	-0.467515856313597	-0.621761104748704	-0.300394219070849	-1.06828653604178
NAP1L4	-0.127849514173273	-0.336681304033296	-0.382408814547083	-0.231104516071364	-0.243817091050691
NAPA	0.208934100366451	0.027999115060627	0.116111906051423	0.0686507743733088	0.225098335236545
NAPB	-0.360762146117323	-0.0106747839448461	0.0369847035484705	0.00923797792965553	-0.164399040977082
NAPEPLD	-0.481143646031044	-0.500782326894216	-0.254630671754212	-0.112179889121798	-0.237111719480905
NAPG	-0.49921695870772	-0.443302286241933	-0.423457834475447	-0.304861914002407	-0.605302818839537
NAPRT1	-0.0199300814509474	-0.646650012473273	-0.0459153376562848	-0.607870339894244	0.155240631948449
NAPSA	0.497395239417556	0.124821196287733	0.210544306088849	0.0151162169668454	0.033303727213848
NARF	0.332133734064001	-0.0125069114639002	-0.179924924296357	-0.177381582829363	-0.0502269534490107
NARFL	0.226046494267655	-0.0293467049171422	0.1879919039708	0.137918771155334	0.477325448724323
NARG2	-0.394855283696421	-0.477576870121358	-0.290968865268968	-0.271821730515131	-0.474649583969389
NARS	-0.307375601472792	-0.372581376685882	-0.354963410507407	-0.132017582202289	-0.375602983907264
NARS2	-0.306569049163449	-0.492273473493843	-0.235088255075406	0.118888512182798	-0.256437421433286
NASP	-0.271568464736422	-0.783564079191136	-0.707378955029443	-0.369876068532569	-0.568296126768029
NAT1	-0.134086685231273	0.418756579829095	0.0109983804267654	0.188767393274327	-0.12892475053077
NAT10	-0.209879643694335	-0.64548702531711	-0.334551058843824	-0.331904537571082	-0.412500513662278
NAT14	0.384246298002055	-0.114635125473272	-0.206842645364693	-0.147086511527857	0.0129401432805828
NAT15	0.195625925835694	0.0218856488647502	0.262017923398375	0.0404324388534753	0.333635929519534
NAT6	0.642280277103716	0.476385981525583	0.801175116643166	0.208243886649386	0.28887211586473
NAT8L	0.359147589385211	-0.130971000544011	0.399582019904571	0.455128387016806	0.856828347621005
NAT9	0.0500299919084613	-0.190482739199066	-0.0284395377042301	0.143117005513732	0.298999265307903
NAV1	-0.143324318297741	1.0779577514854	0.612637985157975	0.746809690792675	0.398533172677448
NBAS	-0.212851783938605	-0.0247647577861298	-0.162749442765314	-0.165945039139427	-0.467531031077334
NBEA	-0.190689653247996	0.148631153834612	-0.022705338675585	0.0157723777043579	-0.0559676393236679
NBEAL1	-0.231188738406829	-0.0913067047133705	-0.479709696724562	-0.223328111727381	-0.463334699540965
NBEAL2	0.145086477755293	-0.259572970510882	-0.356781331002444	-0.663544016773514	0.0638408286285032
NBL1	0.823282607502273	1.17006133940087	1.20527190666612	1.24163461467764	1.69088761071823
NBN	-0.432246112843279	-0.534233203916843	-0.472207806116326	-0.35409909486791	-0.687667846459984
NBPF1	0.0481880614888164	0.388126694492043	0.398272157448084	0.445090078185111	0.432094699824446
NBPF10	0.580489683499722	0.738771984973291	0.548417945370746	0.408748498835844	0.65605079456192
NBPF12	0.0237086351332216	0.065560783014613	0.110101595005337	-0.1664219312701	0.0437920107826667
NBPF14	0.447798468991943	0.279389941438696	0.349790251410697	0.215321398603301	0.563406094865706
NBPF15	0.851358554382661	1.52177395424397	1.07718712107764	0.830947441743447	1.71571941986227
NBPF3	0.0298160631306891	0.0851231049285943	-0.122041096319491	-0.369681039865889	-0.279663219647856
NBPF8	0.711277680578426	0.803480919593679	0.580755646017417	0.222946260879917	1.04024285862511
NBPF9	0.57943032562468	0.934673300709023	0.778156516588382	0.722739318163986	0.49415275135057
NBR1	-0.126346600106951	0.235170230054917	-0.0455337802808211	0.120828147122871	-0.074708102183002
NBR2	0.715461087639971	0.829377203596171	0.863661323253752	0.264348419795303	0.385902675725937
NCAPD2	-0.0909358880549151	-0.101248431600633	-0.306714966166749	-0.511291194823172	-0.293983028223013
NCAPD3	-0.260307093673984	-0.53091326122588	-0.621692887486083	-0.58571681108528	-0.393992545323157
NCAPG	-0.358354570626306	-0.404080168344666	-0.651046644582209	-0.366998225781597	-0.725077731547374
NCAPG2	-0.24507877661197	-0.308197084356437	-0.495514585363622	-0.357927922653818	-0.288478725627454
NCAPH	-0.236808560404501	-0.303944811890869	-0.486351794936753	-0.589136907003592	-0.389330053585303
NCAPH2	0.291019344207361	-0.132197873619868	-0.134776867444342	-0.113128052232014	0.356007188250666
NCBP1	-0.312762262230296	-0.167771816554612	-0.270596771686162	-0.129755352497642	-0.341445038009997
NCBP2	-0.462270270889068	-0.357581250585351	-0.0802014440946427	0.0389594473861105	-0.284396100242906
NCDN	0.100669309963225	-0.0768693866708032	0.222685755380851	0.0708204333133467	0.466471603014802
NCK1	-0.276537634613865	-0.221219493451553	-0.31744846824525	-0.22394697811654	-0.360020410208449
NCK2	0.464873210883692	0.111122426123982	0.267819992228493	-0.00540440901006469	0.489888025358924
NCKAP1	0.132496874400686	0.434748046293816	0.0687074609858568	0.0708061684555861	-0.0747065087026661
NCKAP1L	-0.0691336201618181	0.60570270717832	0.208949048466663	0.00285075517821843	-0.117336468451063
NCKIPSD	0.531899728757028	-0.0333177360101368	0.0158590087682335	-0.219900879618085	0.168583810858518
NCL	-0.615508740003173	-1.14545312652601	-0.955486455286206	-0.641309535128935	-0.694701014378961
NCLN	0.272394769204969	-0.412204627803582	0.155681248518047	-0.0811844666264094	0.425520134930685
NCOA1	-0.176821949639222	0.068120141162291	0.0582891915499544	-0.0872692747100909	-0.0151539792246765
